source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
works recommended (2),908,works sanctioned (7),916,"for District Hospital Narsinghpur purchase One number Hydro extracter direct drive-LAMISON COMPANY, CAPASITY 30 KG EACH WITH GST AND WARRANTY, VIDHAN ","Jila Adhivakta Sangh Mandla, District Mandla ki Library ke liye Pushtako ki kharid hetu, Vidhan Sabha Mandla, District Mandla (mention in letter no. 3",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,289100.0,50000.0,68.41,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),702,works sanctioned (7),679,"C/o Community Hall/Centre at Village Dohag Patiyahu P.O.& Vill. Nalti, Dev. Block Hamirpur, Distt. Hamirpur(HP)",c/o L/R from Nature Park to Village Sharai G.P. Mashobra Dev. Block mashobra Teh. & Distt. Shimla H.P.,Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,300000.0,1000000.0,72.14,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1257,works sanctioned (7),704,"C/o Public Toilets as per recommendation of Sh. Rajesh Ghai near Shakti Niwas Chakkaar, Dev. Block Shimla(Rural), Distt. Shimla",C/o Dia Hume Pipe Culvert Near the House of Sh. Ashok Kumar S/o Sh. Baga Ram Vill. Mansai G. P. Mansai Teh.. Nadaun Dev. Block Nadaun Distt. Hamirpur ,Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,200000.0,300000.0,71.99,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),580,works sanctioned (7),417,"Providing Bituminous Macadam Road from AlanganallurMain Road to Pillayar Kovil in Annai Velu city,Veerapandi Village,Madurai District.(2022-2023)",Providing Paver Block Road from Nadu Street in Puliyankudi Village at Puliyankudi Pt (2022-2023),R. Dharmar (2022-28) (2022-2028),R. Dharmar (2022-28) (2022-2028),,,Tamil Nadu,Tamil Nadu,997940.0,500000.0,66.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),559,works sanctioned (7),347,"Jila Adhivakta Sangh Harda ke Adhivakta Sangh Prakoshth main Toilet nirman hetu, Vidhan Sabha Harda, District Harda (mention in letter no. 3184 at col","Gram Kasba Bagrod ki gram panchayat Kasba Bagrod me Samudayik Bhavan ka Nirman, Vidhan Sabha Ganj Basoda, District Vidisha",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,100000.0,300000.0,70.06,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),895,works sanctioned (7),918,"Adhivakta Sangh Gadarwara ki library ke liye Pustako ki Kharid, Vidhan Sabha Gadarwara, District Narsinghpur","Mahila Adhivakta Sangh hetu Rooms ke nirman ke liye, Jila Adhivakta Sangh mandla, Vidhan Sabha Mandla, District Mandla (mention in letter no.3256 at c",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,50000.0,500000.0,68.32,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),553,works sanctioned (7),421,"Gram Panchayat Lasu patla, Janpad Panchayat Kalapipal hetu 1 water Tanker 5500 Liters watar Capacity with 9.00X16 no. ke new tyre tube sahit, Vidhan s","Gram Panchayat Tarawlli Khurd, Janpad Panchayat Berasia me C C Road Nirman Kary hetu, Vidhansabha Berasia, District Bhopal M.P. (Letter no 3155/23 ke ",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,156733.0,500000.0,72.95,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),416,works sanctioned (7),307,"Construction of PCC road in sai vihar colony, jhiri, chatakpur under ratu block","Construction of community hall in first floor of marriage hall at ranger morcha, pundag road, argora ward no. -36 under ranchi nagar nigam",Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,500000.0,1000000.0,72.93,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),202,works sanctioned (7),193,"Construction of two nos. of room, bathroom along with toilet in 1st floor of seva Bharti building at Jonha under angara block","Construction of bathing ghat in charkapakhan pond in mahuwadhipa, kuchu village under Ormanjhi block",Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,1450000.0,500000.0,70.57,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),82,works sanctioned (7),901,"Gram Nagna, Gram Panchayat Nagna, Janpad Panchayat Panagar ke Govt. Middle School Bhawan Parisar me Pevar Block kary hetu, District Jabalpur","Gram panchayat Kusmi, Janpad Panchayat Shahpura Bhitoni ke gram Kusmi main Rangmanch nirman kary, Vidhan Sabha Bargi, District Jabalpur (mention in le",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,600000.0,300000.0,77.02,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),536,works sanctioned (7),159,"Gram Panchayt Raipur, Janpad Panchayt Phanda, District Bhopal (M.P.) ka Raipur Gaon ki Main Road Nale ke upar Puliya Nirman kary, Vidhan Sabha 152 Bho","Sethi ji ke makan ke pas Pulia nirman kary Indrpuri, Dada Babu rao Paranjpe ward, Vidhan Sabha Pashchim, District Jabalpur (mention in letter no.3126 ",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,500000.0,129000.0,71.97,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),760,works sanctioned (7),517,Regarding Interlocks on paths in Village Addi.,Paving the village street raw paths by installing interlock.,Sant Balbir Singh (2022-28) (2022-2028),Sant Balbir Singh (2022-28) (2022-2028),,,Punjab,Punjab,500000.0,700000.0,79.53,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),857,works sanctioned (7),586,Vikashkhand Shivgarh Gram Audhanpur Me Arvind Panday (Rinku) Ke Ghar Ke Pass 18 Watt 4 Nag LED Wali Solar Light Ka Karya Sampark Sutra 9106475202,Shohan Mishra S/o Janki Mishra Harpur Purani Basti Bhartendu Press Wali Gali k Pass 18 watt 4 Nag Wali LED Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,126000.0,113000.0,78.13,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),893,works sanctioned (7),141,"Govt. Mahila Mahavidyalaya ke gate ke pas se Sarkari Nale ke baju me Nala Gahrikaran and Protection wall banane hetu, Mushran ward, Vidhan Sabha Narsi","Gram panchayat Sagda Jhapani, Janpad Panchayt Jabalpur ke Khermai Mandir ke pas Rangmanch nirman kary, Vidhan Sabha Bargi, District Jabalpur (letter n",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,200000.0,300000.0,71.51,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),836,works sanctioned (7),808,Development of road at Adi koppa SC colony of Bilugola village Narasipura village panchayth.(SCP),"For construction of Compound wall at Govt first grade college, Kalasa village Panchayath.",Jairam Ramesh (2022-28) (2022-2028),Jairam Ramesh (2022-28) (2022-2028),,,Karnataka,Karnataka,700000.0,1000000.0,73.95,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),621,works sanctioned (7),607,BT Road from Andipatti Junction to Thootiyankulam Channel Bank at Alankulam Taluk (LS 5600 M to 5900 M). Thekasi District (2022-2023) (SC Area),"Providing Bituminous Macadam Road at First street South Side in Annai Velu Nagar, Karuvanur village, Madurai District. (SC Area) (2022-2023)",R. Dharmar (2022-28) (2022-2028),R. Dharmar (2022-28) (2022-2028),,,Tamil Nadu,Tamil Nadu,2499441.0,998545.0,70.34,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),724,works sanctioned (7),1186,C/o additional room in community Centre at Vill. Jhareri G.P. Badhera on ground floor Dev. Block Nadaun Distt. Hamirpur (HP),"Construction of Community Centre at G.P. Nagni, Ward No. 4 (Harijan Basti) Dev. Block Nurpur, Distt. Kangra H.P. as per recommendation of Sh. Kewal Si",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,250000.0,295000.0,75.93,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1288,works sanctioned (7),150,"Gram Panchayat Majari, Vikas Khand Prabhat Pattan main Rajan Ahake ke ghar se Mithlesh Ke Ghar ki aur Cement Road nirman hetu atirikt rashi, Vidhan Sa","Construction of community hall at gram Eklahara, gram Panchayat Hirdi, Block Prabhat Pattan, Tehsil Multai near Hanuman Mandir, Vidhansabha 129-Multai",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,100000.0,1000000.0,75.41,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),730,works sanctioned (7),707,"C/o Pacca road from Dhar Road near bridge to the house of Pirthi chand and Balbir Singh Vill Roppa Brahmana, G.P. Jyoli Devi, Dev. Block Bijri, Distt.",Installation of hand Pump with Motor near the house of Sh. Raj Kumar S/o Late sh. Longu Ram vill. Kathulag(Chakdahad) P.O. Saloni Tehsil Barsar Dev. B,Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,200000.0,300000.0,75.48,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),714,works sanctioned (7),1189,C/o Ambulance Road and Retaining wall on Kudhar to Hamirpur Link Road from the point of kathulag near the existing house of Sh. Raj Kumar and Amarjeet,"Installation and Fixing of 17 Nos of Solar Light At G.P. Batran, Dev. Block Nadaun, Distt. Hamirpur H.P. as per recommendation of Panchayat Up-Pradhan",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,500000.0,214183.0,71.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),147,works sanctioned (7),347,"Pt. Deendyal Upadhyay ward ke antargat Krishnam Society Udyan me Paver Block evam Boundryball banane ka kary, Vidhansabha Uttar-Madhya, District Jabal","Gram Kasba Bagrod ki gram panchayat Kasba Bagrod me Samudayik Bhavan ka Nirman, Vidhan Sabha Ganj Basoda, District Vidisha",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,752998.0,300000.0,68.4,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1288,works sanctioned (7),82,"Gram Panchayat Majari, Vikas Khand Prabhat Pattan main Rajan Ahake ke ghar se Mithlesh Ke Ghar ki aur Cement Road nirman hetu atirikt rashi, Vidhan Sa","Gram Nagna, Gram Panchayat Nagna, Janpad Panchayat Panagar ke Govt. Middle School Bhawan Parisar me Pevar Block kary hetu, District Jabalpur",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,100000.0,600000.0,68.13,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),357,works sanctioned (7),817,"Gram Panchayat Beohari, Janpad Ghansaur main sthit Gau ghat main Samudayik Bhavan ka nirman, Vidhansabha Lakhnadaon, District Seoni (letter no 3058/23","Books for library of Abhibhashak Sangh Kalapipal, Vidhan sabha Kalapipal, District Shajapur M.P. (letter no 3222/23 at column no.1)",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,300000.0,50000.0,71.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),357,works sanctioned (7),421,"Gram Panchayat Beohari, Janpad Ghansaur main sthit Gau ghat main Samudayik Bhavan ka nirman, Vidhansabha Lakhnadaon, District Seoni (letter no 3058/23","Gram Panchayat Tarawlli Khurd, Janpad Panchayat Berasia me C C Road Nirman Kary hetu, Vidhansabha Berasia, District Bhopal M.P. (Letter no 3155/23 ke ",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,300000.0,500000.0,77.93,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),150,works sanctioned (7),518,"1 nag Nalkup Khanan, Naya ward no. 76, Pariyat Jabalpur, Vidhan Sabha Panagar, District Jabalpur","Gram Panchayat Bank, Tehsil Indore me Drainege Line Dalne ke liye, Vidhan Sabha Rau, District Indore M.P.",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,123000.0,1000000.0,68.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1272,works sanctioned (7),1252,"1 number water tanker 5500 liter capacity with 9.00X20 including new tyre tube for Gram Pachayat Bhaklay, Janpad Panchayat Maheshwar, District Khargon","Gram panchayat Singhoda, Janpad Panchayat Berasia ke gram Singhoda main CC Road Nirman, Vidhan sabha Berasia, District Bhopal",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,163176.0,400000.0,67.88,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),354,works sanctioned (7),142,"Gram Kasba Bagrod ki gram panchayat Kasba Bagrod me Samudayik Bhavan ka Nirman, Vidhan Sabha Ganj Basoda, District Vidisha","Gram panchayat Saliwada Devdwar, Janpad Pachayat Jabalpur ke Saliwada Devdwar main Samudayik Bhavan nirman kary, vidhansabah Bargi, District Jabalpur ",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,300000.0,400000.0,76.03,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),911,works sanctioned (7),637,"1 nag Handpump Khanan, Gram panchayat Kailawara Khurd, Janpad Panchayat Katni, District Katni (mention in letter no.3238 at column no.2)","Construction of C C Road, Gram Kakardha, Gram Panchayat Urhera, Janpad Panchayat Joura, Morena",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,120000.0,500000.0,72.69,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),315,works sanctioned (7),901,"Gram panchayat Par, janpad Panchayat Ghatigaon, Par-Banvar Damal Road se Pohap Singh Kirak ke Farm house ki aor Murmikrat Road Nirman Kary, Vidhansabh","Gram panchayat Kusmi, Janpad Panchayat Shahpura Bhitoni ke gram Kusmi main Rangmanch nirman kary, Vidhan Sabha Bargi, District Jabalpur (mention in le",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,1000000.0,300000.0,75.38,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),908,works sanctioned (7),165,"for District Hospital Narsinghpur purchase One number Hydro extracter direct drive-LAMISON COMPANY, CAPASITY 30 KG EACH WITH GST AND WARRANTY, VIDHAN ","Gram Pachayat Rajgarh, Nau aan tola ke Nanhe sen Shri Dau sen ke mohalle main Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in lette",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,289100.0,114000.0,69.42,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),549,works sanctioned (7),559,"Government Primary School, Bhilon & Bhaton ki dhani Manpura Kharda ki char diwari / toilet construction work","Construction of boundary wall at cremation ground, Village Nehrana, Gram Panchayat Bhanguli, P.S. Nohar, Dist. Hanumangarh",Mukul Wasnik (2022-28) (2022-2028),Mukul Wasnik (2022-28) (2022-2028),,,Rajasthan,Rajasthan,1499472.0,499200.0,68.86,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),82,works sanctioned (7),54,"Gram Nagna, Gram Panchayat Nagna, Janpad Panchayat Panagar ke Govt. Middle School Bhawan Parisar me Pevar Block kary hetu, District Jabalpur","Gram Panchayat Nuniya Kalan, Janpad Panchayat Panagar ke gram Nuniya Kalan ke Bajrai Nala ke pas Puliya nirman, Jabalpur",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,600000.0,500000.0,84.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),553,works sanctioned (7),817,"Gram Panchayat Lasu patla, Janpad Panchayat Kalapipal hetu 1 water Tanker 5500 Liters watar Capacity with 9.00X16 no. ke new tyre tube sahit, Vidhan s","Books for library of Abhibhashak Sangh Kalapipal, Vidhan sabha Kalapipal, District Shajapur M.P. (letter no 3222/23 at column no.1)",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,156733.0,50000.0,74.67,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),536,works sanctioned (7),555,"Gram Panchayt Raipur, Janpad Panchayt Phanda, District Bhopal (M.P.) ka Raipur Gaon ki Main Road Nale ke upar Puliya Nirman kary, Vidhan Sabha 152 Bho","Mahila Adhivakta Sangh Prakoshth ke marammat Evam nirman hetu, Jila Adhivakta Sangh Harda, Vidhan Sabha Harda, District Harda (mention in letter no. 3",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,500000.0,100000.0,66.24,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),634,works sanctioned (7),843,Block Shirkoni Gram Husepur Me Shree Raj Rajeshwari Mahavidyalay Ke nikat 12.5 meter 10 Nag Wali Electric High Mast Ka karya Mo no 9838896666,Block Sujanganj Gram Sultanpur Me Basrahi Se Sultanpur Marg Par Interlocking 250 Meter Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,625923.0,1186933.0,70.47,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),195,works sanctioned (7),412,Construction of laboratory room at Premchand High School Mesra,"Construction of paver block road from ram nagar sant charls school main road towards fulmati devi house in ward no. 54, Ranchi",Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,1450000.0,500000.0,72.27,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),313,works sanctioned (7),184,"Construction of bathing ghat in pahan toli, argora ward no. 35 in ranchi nagar nigam",Construction of cremation shed near the pond at Lupung village under Angada Block.,Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,500000.0,611000.0,76.16,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1204,works sanctioned (7),1170,"C/o Pucca Path from Jhabran Khadd to the house of Sh. Bakshi Ram, VPO Nalag, G.P. Nalag Teh. Sunder Nagar Dev. Block Sunder Nagar Distt. Mandi(HP) (Ex","C/o Pucca path from Vill. Baneog to Panchayat Ghar janjeli, G. P. Janjeli, Teh. Kumarsain Dev. Block Narkanda Distt. Shimla H.P. (Executive Agancy, BD",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,279755.0,150000.0,75.82,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),418,works sanctioned (7),184,Construction of PCC road from Ranibagh colony towards B.R. das house in tetri village under namkum block,Construction of cremation shed near the pond at Lupung village under Angada Block.,Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,500000.0,611000.0,79.68,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),628,works sanctioned (7),625,Block Sujanganj Gram amawan Me 10 KVA Se 25 KVA Transformer Ki Kshamta Vriddhi Ka Karya,Block Suithkala Gram Bansgaon Me Jatasankar MishraS/O Adhya Prasad Mishra Ke Ghar Ke Pass 04 Nag Wali 18 watt Solar High Mast karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,77700.0,125000.0,71.21,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1191,works sanctioned (7),716,"Upgradation of Play Ground at Vill. Sharba (Badagaon) G.P. badagaon, Dev. Block narkanda, Teh. Kumarsain Distt. Shimla H.P. (Exectutive Agency BDO, Na",C/o additional room in community Centre at Vill. Jhareri G.P. Badhera on ground floor Dev. Block Nadaun Distt. Hamirpur (HP),Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,150000.0,250000.0,71.47,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),849,works sanctioned (7),347,"Aasra vraddha Ashram (Bharat Sarkar se Manyta prapt), Shanti Nagar ITI Road Hoshangabad main 5 kilo watt ka rooftop Solar PV Plant at Gram panchayat R","Gram Kasba Bagrod ki gram panchayat Kasba Bagrod me Samudayik Bhavan ka Nirman, Vidhan Sabha Ganj Basoda, District Vidisha",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,412000.0,300000.0,70.88,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),730,works sanctioned (7),1171,"C/o Pacca road from Dhar Road near bridge to the house of Pirthi chand and Balbir Singh Vill Roppa Brahmana, G.P. Jyoli Devi, Dev. Block Bijri, Distt.","C/o Pucca Path in Harijan Basti jelthi, G. P. Khaneti, Dev. Block Narkanda Distt. Shimla H.P.(Executiing Agency, BDO, Narkanda, Distt. Shimla)",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,200000.0,100000.0,69.91,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),54,works sanctioned (7),422,"Gram Panchayat Nuniya Kalan, Janpad Panchayat Panagar ke gram Nuniya Kalan ke Bajrai Nala ke pas Puliya nirman, Jabalpur","Gram Panchayat Kolu Khedi, Janpad Panchayat Berasia ke Gram Kolu Khedi ke mata garh me Shade Nirman Kary hetu, Vidhansabha Berasia, District Bhopal M.",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,500000.0,250000.0,71.28,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),837,works sanctioned (7),801,For Development of road to residentials house adjacent to Prashamani hospital balagadi koppa town panchayath.,For construrtion of Road and Box drain at Ward no.09 from Darga Of J.M road to Opposite road of Hammarabba house.,Jairam Ramesh (2022-28) (2022-2028),Jairam Ramesh (2022-28) (2022-2028),,,Karnataka,Karnataka,400000.0,1000000.0,70.34,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),717,works sanctioned (7),717,"C/o L/R from main road to vill. Bakniyar, G.P. Bhated Dev. Block Bamson Distt. Hamirpur (HP)","C/o additional room in community centre on First Floor at Vill. Jhareri, G.P. Badhera Dev. Block Nadaun Distt. Hamirpur (HP)",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,103203.0,250000.0,77.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),163,works sanctioned (7),918,"Choudhary ji ke makan se Pandey ji ke makan tak Pevar block lagane ka kary, Dada Babu rao Paranjpe ward, Vidhan Sabha Pashchim, District Jabalpur (men","Mahila Adhivakta Sangh hetu Rooms ke nirman ke liye, Jila Adhivakta Sangh mandla, Vidhan Sabha Mandla, District Mandla (mention in letter no.3256 at c",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,235000.0,500000.0,71.94,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1262,works sanctioned (7),844,Block Shikhar Gram Phulahan Me Shri Devdatt Mishra Ke Ghar Ke Pass 25 KVA Transformer evm Vidutikaran Work,Block Sujanganj Gram Gopalpur Me Patel Basti Se Brahman Basti Se Pal basti Tak Interlocking 300 Meter Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,238287.0,1394881.0,66.25,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),137,works sanctioned (7),528,"Civil Court Mauganj Rewa main library hetu Books ki kharid, Vidhan Sabha Mauganj, District Rewa (mention in letter no.2975 at Column no.1)","Gram Panchayt Raipur, Janpad Panchayt Phanda, District Bhopal (M.P.) ka Raipur Gaon ki Main Road Nale ke upar Puliya Nirman kary, Vidhan Sabha 152 Bho",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,50000.0,500000.0,67.27,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1258,works sanctioned (7),1200,"Fixation of 05 Nos Solar Lights near Shakti Niwas, Chakkaar, Dev. Block Shimla (Rural) Distt. Shimla as per recommendation of Sh. Rajesh Ghai","C/o Pacca path Ward No. 1, Near Nirankari Satsang Bhawan to Main Road, Nahan, Dev. Block Nahan, Distt. Sirmour (H.P.) (Executing agency, MC Nahan)",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,100000.0,500000.0,70.42,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),144,works sanctioned (7),82,"Gram panchayat Sagda Jhapani, Janpad Panchayt Jabalpur ke Khermai Mandir ke pas Rangmanch nirman kary, Vidhan Sabha Bargi, District Jabalpur (letter n","Gram Nagna, Gram Panchayat Nagna, Janpad Panchayat Panagar ke Govt. Middle School Bhawan Parisar me Pevar Block kary hetu, District Jabalpur",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,300000.0,600000.0,75.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),935,works sanctioned (7),625,Jaunpur Ke Ishapur Babhani Talab Word no 2 me 4 Nag Wali 18 Watt Solar Light Ka Karya Sampark Sutra 8604434777,Block Suithkala Gram Bansgaon Me Jatasankar MishraS/O Adhya Prasad Mishra Ke Ghar Ke Pass 04 Nag Wali 18 watt Solar High Mast karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,125000.0,125000.0,80.91,MEDIUM,fuzzy_multi_field,pending,requires_human_review
