work_id,work_id_raw,mp_id,ida_id,category,description,recommended_amount,recommendation_date
1942,HEA-23-2023-1942,18,16,Health,Construction of health facility at Nagar Circle,51600000,2025-04-23
1943,EDU-7-2023-1943_Education,2,4,Education,Construction of education facility at Dalal Chowk,53900000,2024-03-30
1944,SPO-9-2023-1944_Sports,4,2,Sports,Construction of sports facility at Dugar Street,52100000,2024-03-31
1945,RAI-10-2023-1945,5,4,Railways,Construction of railways facility at Aurora Zila,86600000,2024-12-27
1946,ROA-25-2023-1946,20,9,Roads,Construction of roads facility at Varkey Circle,368200000,2023-11-19
1947,EDU-21-2023-1947,16,10,Education,Construction of education facility at Palla Ganj,250100000,2024-10-31
1948,ROA-11-2023-1948,6,4,Roads,Construction of roads facility at Madan Path,172900000,2023-12-19
1949,ROA-28-2023-1949,23,2,Roads,Construction of roads facility at Konda Road,388200000,2024-01-12
1950,EDU-25-2023-1950,20,16,Education,Construction of education facility at Mukhopadhyay Zila,97900000,2024-12-20
1951,ELE-9-2023-1951,4,12,Electricity,Construction of electricity facility at Zachariah Path,162800000,2024-08-10
1952,SAN-17-2023-1952,12,4,Sanitation,Construction of sanitation facility at De Nagar,460200000,2023-09-23
1953,HEA-13-2023-1953,8,16,Health,Construction of health facility at Bedi Chowk,387100000,2023-11-22
1954,ELE-30-2023-1954,25,11,Electricity,Construction of electricity facility at Bhagat Marg,127500000,2023-11-06
1955,SAN-29-2023-1955,24,1,Sanitation,Construction of sanitation facility at Ramanathan Marg,333400000,2024-01-18
1956,ELE-13-2023-1956,8,14,Electricity,Construction of electricity facility at Sehgal,229400000,2024-12-22
1957,HEA-12-2023-1957,7,12,Health,Construction of health facility at Muni Path,477900000,2024-05-16
1958,SAN-21-2023-1958,16,14,Sanitation,Construction of sanitation facility at Walla Ganj,123300000,2023-11-01
1959,ROA-13-2023-1959,8,18,Roads,Construction of roads facility at Deep Chowk,305600000,2023-11-12
1960,ROA-21-2023-1960,16,8,Roads,Construction of roads facility at Chatterjee Chowk,363600000,2024-08-19
1961,HEA-25-2023-1961,20,15,Health,Construction of health facility at Shroff Road,303200000,2024-08-31
1962,ELE-22-2023-1962,17,6,Electricity,Construction of electricity facility at Kapur Ganj,310300000,2023-12-21
1963,SPO-9-2023-1963,4,8,Sports,Construction of sports facility at Kuruvilla,337600000,2025-08-10
1964,SPO-29-2023-1964,24,10,Sports,Construction of sports facility at Ramanathan Path,497100000,2024-01-21
1965,HEA-6-2023-1965_Health,1,14,Health,Construction of health facility at Nair Path,346200000,2024-08-18
1966,SAN-18-2023-1966,13,3,Sanitation,Construction of sanitation facility at Balan Chowk,272700000,2023-10-21
1967,SAN-11-2023-1967,6,8,Sanitation,Construction of sanitation facility at Chowdhury Chowk,404500000,2024-05-30
1968,SPO-14-2023-1968,9,13,Sports,Construction of sports facility at Shenoy Chowk,276400000,2025-06-18
1969,HEA-17-2023-1969,12,4,Health,Construction of health facility at Mandal Street,497800000,2025-04-19
1970,HEA-8-2023-1970,3,3,Health,Construction of health facility at Datta Path,326300000,2024-09-29
1971,DRI-12-2023-1971,7,12,Drinking Water,Construction of drinking water facility at Ravi Zila,381900000,2025-05-28
1972,ELE-17-2023-1972,12,14,Electricity,Construction of electricity facility at Nanda Zila,353900000,2024-11-05
1973,DRI-17-2023-1973,12,12,Drinking Water,Construction of drinking water facility at Mittal Zila,147000000,2024-10-18
1974,SPO-24-2023-1974,19,20,Sports,Construction of sports facility at Rattan Chowk,93300000,2024-12-02
1975,DRI-15-2023-1975,10,5,Drinking Water,Construction of drinking water facility at Khare Marg,115600000,2024-12-26
1976,RAI-13-2023-1976,8,4,Railways,Construction of railways facility at Dutt Ganj,131000000,2024-09-09
1977,DRI-26-2023-1977,21,15,Drinking Water,Construction of drinking water facility at Bhatti Marg,465600000,2024-05-22
1978,RAI-23-2023-1978,18,1,Railways,Construction of railways facility at Sankar Ganj,329100000,2025-05-02
1979,RAI-11-2023-1979,6,13,Railways,Construction of railways facility at Oommen Marg,478100000,2024-10-27
1980,EDU-8-2023-1980,3,15,Education,Construction of education facility at Ghose Ganj,435000000,2025-01-27
1981,HEA-8-2023-1981,3,8,Health,Construction of health facility at Sur Zila,83000000,2023-11-28
1982,SAN-8-2023-1982,3,2,Sanitation,Construction of sanitation facility at Sheth,338200000,2024-05-10
1983,HEA-9-2023-1983,4,11,Health,Construction of health facility at Chatterjee Circle,160500000,2025-05-31
1984,SPO-16-2023-1984,11,15,Sports,Construction of sports facility at Goda Chowk,338600000,2024-04-27
1985,EDU-28-2023-1985,23,7,Education,Construction of education facility at Boase Marg,251400000,2024-12-08
1986,EDU-7-2023-1986,2,9,Education,Construction of education facility at Raghavan Zila,383000000,2024-05-12
1987,SAN-22-2023-1987,17,1,Sanitation,Construction of sanitation facility at Bhat Chowk,88000000,2023-11-10
1988,HEA-14-2023-1988,9,17,Health,Construction of health facility at Dewan Ganj,162100000,2025-07-21
1989,ROA-11-2023-1989,6,11,Roads,Construction of roads facility at Acharya,137700000,2025-04-11
1990,SAN-28-2023-1990,23,10,Sanitation,Construction of sanitation facility at Dixit Street,108300000,2024-08-17
1991,HEA-28-2023-1991,23,3,Health,Construction of health facility at Manne Circle,303800000,2024-06-29
1992,ELE-24-2023-1992,19,18,Electricity,Construction of electricity facility at Sekhon,451800000,2024-01-30
1993,EDU-20-2023-1993,15,1,Education,Construction of education facility at Nadig Ganj,162000000,2024-04-20
1994,EDU-25-2023-1994,20,14,Education,Construction of education facility at Modi,329600000,2025-08-14
1995,SPO-17-2023-1995,12,19,Sports,Construction of sports facility at Padmanabhan Marg,65400000,2023-11-09
1996,RAI-14-2023-1996_Railways,9,9,Railways,Construction of railways facility at Anand,133300000,2024-12-18
1997,HEA-23-2023-1997,18,8,Health,Construction of health facility at Raval Circle,444100000,2025-06-20
1998,EDU-30-2023-1998,25,5,Education,Construction of education facility at Menon Street,297100000,2023-10-19
1999,ELE-22-2023-1999,17,13,Electricity,Construction of electricity facility at Bera Path,322200000,2023-09-01
2000,RAI-13-2023-2000,8,11,Railways,Construction of railways facility at Parmer Circle,391200000,2023-11-25
2001,SAN-21-2023-2001,16,9,Sanitation,Construction of sanitation facility at Balasubramanian Road,220500000,2024-03-01
2002,SPO-23-2023-2002,18,8,Sports,Construction of sports facility at Ramesh Marg,462800000,2024-12-29
2003,HEA-24-2023-2003,19,13,Health,Construction of health facility at Raja Path,194400000,2024-07-12
2004,ELE-6-2023-2004,1,18,Electricity,Construction of electricity facility at Saran Marg,438500000,2024-10-28
2005,SAN-14-2023-2005,9,4,Sanitation,Construction of sanitation facility at Ghose Ganj,387000000,2024-09-03
2006,EDU-6-2023-2006,1,15,Education,Construction of education facility at Guha Street,72600000,2024-11-05
2007,SPO-29-2023-2007,24,18,Sports,Construction of sports facility at Parsa Marg,156600000,2025-06-14
2008,RAI-29-2023-2008,24,14,Railways,Construction of railways facility at Dube Marg,353900000,2024-04-12
2009,ELE-18-2023-2009,13,12,Electricity,Construction of electricity facility at Desai Street,96800000,2023-09-10
2010,HEA-19-2023-2010,14,13,Health,Construction of health facility at Babu Zila,76500000,2023-12-21
2011,ELE-20-2023-2011,15,16,Electricity,Construction of electricity facility at Sarkar Chowk,388500000,2023-12-15
2012,SPO-28-2023-2012,23,6,Sports,Construction of sports facility at Devan Zila,270000000,2025-01-11
2013,EDU-9-2023-2013,4,1,Education,Construction of education facility at Shah Marg,377700000,2025-07-26
2014,HEA-7-2023-2014,2,16,Health,Construction of health facility at Sandal,220900000,2024-12-28
2015,ROA-9-2023-2015,4,4,Roads,Construction of roads facility at Sha Street,413300000,2024-09-30
2016,DRI-29-2023-2016,24,7,Drinking Water,Construction of drinking water facility at Sengupta Marg,375700000,2024-06-25
2017,HEA-11-2023-2017,6,1,Health,Construction of health facility at Kara Path,154200000,2024-01-23
2018,HEA-15-2023-2018,10,10,Health,Construction of health facility at Amble Marg,335100000,2024-11-22
2019,ELE-25-2023-2019,20,12,Electricity,Construction of electricity facility at Khalsa Chowk,421600000,2025-03-07
2020,DRI-7-2023-2020,2,16,Drinking Water,Construction of drinking water facility at Luthra Circle,420800000,2024-07-16
2021,DRI-20-2023-2021_Drinking Water,15,6,Drinking Water,Construction of drinking water facility at Peri Circle,188900000,2023-09-26
2022,EDU-19-2023-2022,14,20,Education,Construction of education facility at Subramanian Nagar,354200000,2025-03-01
2023,DRI-29-2023-2023,24,4,Drinking Water,Construction of drinking water facility at Chowdhury Path,234400000,2024-11-24
2024,ELE-27-2023-2024,22,7,Electricity,Construction of electricity facility at Buch Chowk,250400000,2023-12-20
2025,ROA-15-2023-2025,10,10,Roads,Construction of roads facility at Mammen Circle,319100000,2024-08-27
2026,HEA-28-2023-2026,23,1,Health,Construction of health facility at Brar Circle,208600000,2024-10-11
2027,DRI-7-2023-2027,2,8,Drinking Water,Construction of drinking water facility at Chakrabarti,334100000,2024-03-09
2028,EDU-11-2023-2028,6,18,Education,Construction of education facility at Brahmbhatt Chowk,182400000,2025-02-13
2029,RAI-25-2023-2029,20,20,Railways,Construction of railways facility at Muni Circle,378800000,2024-12-20
2030,ROA-19-2023-2030,14,5,Roads,Construction of roads facility at Oza Nagar,126100000,2024-10-20
2031,RAI-11-2023-2031,6,20,Railways,Construction of railways facility at Singh Nagar,112200000,2024-08-18
2032,SPO-12-2023-2032,7,3,Sports,Construction of sports facility at Singh Circle,256300000,2024-11-19
2033,HEA-10-2023-2033_Health,5,19,Health,Construction of health facility at Sama Path,71600000,2024-06-01
2034,ELE-28-2023-2034,23,12,Electricity,Construction of electricity facility at Mann Road,136700000,2024-01-09
2035,ELE-28-2023-2035,23,16,Electricity,Construction of electricity facility at Modi Nagar,132200000,2025-03-18
2036,RAI-30-2023-2036,25,6,Railways,Construction of railways facility at Lad,164400000,2023-10-18
2037,ROA-23-2023-2037,18,5,Roads,Construction of roads facility at Gara Chowk,313200000,2024-11-18
2038,SPO-17-2023-2038,12,19,Sports,Construction of sports facility at Manne Nagar,453600000,2025-05-21
2039,EDU-9-2023-2039,4,20,Education,Construction of education facility at Bala,343200000,2024-04-10
2040,SAN-22-2023-2040,17,5,Sanitation,Construction of sanitation facility at Butala Chowk,462400000,2023-12-08
2041,RAI-15-2023-2041,10,2,Railways,Construction of railways facility at Bose Circle,160500000,2025-06-23
2042,HEA-13-2023-2042,8,13,Health,Construction of health facility at Krishnan Road,311200000,2023-12-12
2043,SAN-27-2023-2043,22,8,Sanitation,Construction of sanitation facility at Mand,57000000,2024-04-01
2044,ROA-6-2023-2044,1,19,Roads,Construction of roads facility at Atwal Road,197600000,2025-03-29
2045,SPO-14-2023-2045,9,11,Sports,Construction of sports facility at Ghosh Zila,373100000,2025-08-07
2046,SAN-18-2023-2046,13,18,Sanitation,Construction of sanitation facility at Dora,93100000,2025-01-24
2047,HEA-30-2023-2047_Health,25,15,Health,Construction of health facility at Pingle Chowk,111300000,2025-05-20
2048,ELE-6-2023-2048,1,3,Electricity,Construction of electricity facility at Lal Street,181300000,2025-04-30
2049,ELE-26-2023-2049,21,19,Electricity,Construction of electricity facility at Sundaram Ganj,427900000,2024-01-19
2050,HEA-10-2023-2050,5,9,Health,Construction of health facility at Bali Circle,480600000,2024-05-24
2051,SPO-17-2023-2051,12,20,Sports,Construction of sports facility at Dhillon Zila,123800000,2024-12-06
2052,EDU-16-2023-2052,11,15,Education,Construction of education facility at Tandon Street,60100000,2025-04-07
2053,HEA-29-2023-2053,24,9,Health,Construction of health facility at Rajagopal Marg,131200000,2024-03-03
2054,SPO-21-2023-2054,16,12,Sports,Construction of sports facility at Ganesh Chowk,478700000,2024-02-11
2055,ROA-27-2023-2055,22,9,Roads,Construction of roads facility at Pai,197500000,2023-10-13
2056,RAI-22-2023-2056,17,20,Railways,Construction of railways facility at D’Alia Road,66100000,2023-10-11
2057,ROA-24-2023-2057,19,1,Roads,Construction of roads facility at Shetty Street,229500000,2024-07-06
2058,ROA-27-2023-2058,22,19,Roads,Construction of roads facility at Mitra Chowk,332900000,2024-09-04
2059,SAN-22-2023-2059,17,2,Sanitation,Construction of sanitation facility at Kaur Circle,234600000,2024-06-21
2060,SPO-13-2023-2060,8,15,Sports,Construction of sports facility at Som Marg,268000000,2024-03-22
2061,SPO-18-2023-2061,13,18,Sports,Construction of sports facility at Wali Street,278100000,2025-07-07
2062,EDU-21-2023-2062,16,6,Education,Construction of education facility at Arora Marg,264500000,2024-04-12
2063,HEA-20-2023-2063,15,20,Health,Construction of health facility at Raja Chowk,424400000,2025-02-09
2064,SPO-19-2023-2064,14,16,Sports,Construction of sports facility at Wagle Path,241500000,2025-02-12
2065,SAN-8-2023-2065,3,18,Sanitation,Construction of sanitation facility at Chatterjee Nagar,473900000,2025-08-13
2066,EDU-17-2023-2066,12,8,Education,Construction of education facility at Pandya Circle,59000000,2025-06-17
2067,SPO-8-2023-2067,3,7,Sports,Construction of sports facility at Mahajan Marg,77200000,2024-05-18
2068,SPO-27-2023-2068,22,20,Sports,Construction of sports facility at Loke Road,445700000,2025-05-16
2069,ELE-21-2023-2069,16,9,Electricity,Construction of electricity facility at Kumer Zila,394500000,2025-01-21
2070,SAN-22-2023-2070,17,14,Sanitation,Construction of sanitation facility at Raman,228600000,2024-08-24
2071,HEA-8-2023-2071,3,14,Health,Construction of health facility at Hayer Ganj,299500000,2024-10-08
2072,ELE-14-2023-2072,9,18,Electricity,Construction of electricity facility at Gole Path,163800000,2024-05-01
2073,RAI-20-2023-2073,15,11,Railways,Construction of railways facility at Anne Circle,74300000,2025-02-04
2074,DRI-10-2023-2074,5,4,Drinking Water,Construction of drinking water facility at Bir Nagar,438700000,2023-09-10
2075,ELE-27-2023-2075,22,7,Electricity,Construction of electricity facility at Chaudhari Marg,451800000,2024-10-12
2076,DRI-7-2023-2076,2,16,Drinking Water,Construction of drinking water facility at Sehgal Zila,487300000,2024-05-31
2077,HEA-6-2023-2077,1,3,Health,Construction of health facility at Mander Ganj,488700000,2024-03-14
2078,DRI-24-2023-2078,19,16,Drinking Water,Construction of drinking water facility at Bandi Ganj,142500000,2023-09-19
2079,SAN-9-2023-2079,4,13,Sanitation,Construction of sanitation facility at Chanda,491200000,2023-10-15
2080,ROA-28-2023-2080,23,14,Roads,Construction of roads facility at Kalla,250900000,2024-12-09
2081,DRI-30-2023-2081,25,19,Drinking Water,Construction of drinking water facility at Dar Zila,366500000,2023-11-07
2082,DRI-15-2023-2082,10,10,Drinking Water,Construction of drinking water facility at De,134300000,2024-06-19
2083,DRI-26-2023-2083,21,15,Drinking Water,Construction of drinking water facility at Goyal,143700000,2025-07-27
2084,DRI-22-2023-2084,17,1,Drinking Water,Construction of drinking water facility at Gour Zila,474000000,2024-03-15
2085,SPO-28-2023-2085,23,9,Sports,Construction of sports facility at Sibal Road,192400000,2025-01-26
2086,SAN-29-2023-2086,24,18,Sanitation,Construction of sanitation facility at Setty Zila,200600000,2025-08-17
2087,EDU-6-2023-2087,1,20,Education,Construction of education facility at Sane Road,365200000,2025-02-19
2088,ELE-23-2023-2088,18,6,Electricity,Construction of electricity facility at Kurian Path,63700000,2024-01-04
2089,HEA-23-2023-2089,18,4,Health,Construction of health facility at Malhotra Zila,317100000,2025-04-26
2090,RAI-12-2023-2090,7,5,Railways,Construction of railways facility at Raja Nagar,54800000,2024-06-28
2091,HEA-24-2023-2091,19,17,Health,Construction of health facility at Bhasin Path,384000000,2024-03-19
2092,ELE-14-2023-2092,9,15,Electricity,Construction of electricity facility at Gokhale Road,268100000,2024-08-08
2093,DRI-8-2023-2093,3,10,Drinking Water,Construction of drinking water facility at Swamy Zila,158000000,2025-08-22
2094,SPO-13-2023-2094,8,10,Sports,Construction of sports facility at Ramaswamy Ganj,259500000,2024-01-17
2095,ROA-21-2023-2095,16,12,Roads,Construction of roads facility at Chopra Chowk,467800000,2023-12-21
2096,SPO-12-2023-2096,7,10,Sports,Construction of sports facility at Sankar Circle,386700000,2024-02-17
2097,SPO-15-2023-2097,10,6,Sports,Construction of sports facility at Cherian,282400000,2025-08-09
2098,DRI-13-2023-2098,8,15,Drinking Water,Construction of drinking water facility at Lad Chowk,260100000,2023-11-20
2099,SPO-23-2023-2099,18,13,Sports,Construction of sports facility at Bora Nagar,109500000,2023-10-25
2100,ELE-21-2023-2100,16,5,Electricity,Construction of electricity facility at Krishna,499000000,2025-04-26
2101,SAN-27-2023-2101_Sanitation,22,4,Sanitation,Construction of sanitation facility at Bahl Chowk,405300000,2025-07-28
2102,HEA-12-2023-2102,7,12,Health,Construction of health facility at Dixit Chowk,128300000,2025-01-20
2103,DRI-28-2023-2103,23,16,Drinking Water,Construction of drinking water facility at Barad Nagar,104400000,2025-01-29
2104,HEA-27-2023-2104,22,7,Health,Construction of health facility at Lata Marg,77600000,2023-12-27
2105,RAI-7-2023-2105,2,13,Railways,Construction of railways facility at Raman Path,313200000,2024-11-20
2106,ELE-8-2023-2106,3,8,Electricity,Construction of electricity facility at Varma Nagar,160900000,2025-03-03
2107,SAN-10-2023-2107_Sanitation,5,13,Sanitation,Construction of sanitation facility at Sridhar Chowk,240100000,2024-08-04
2108,DRI-7-2023-2108,2,17,Drinking Water,Construction of drinking water facility at Boase Marg,353100000,2024-10-24
2109,DRI-10-2023-2109,5,18,Drinking Water,Construction of drinking water facility at Aggarwal Ganj,417400000,2024-06-25
2110,ROA-8-2023-2110,3,11,Roads,Construction of roads facility at Dara Chowk,452000000,2024-11-14
2111,SPO-27-2023-2111_Sports,22,5,Sports,Construction of sports facility at Parmer Circle,129400000,2024-05-16
2112,SPO-14-2023-2112,9,6,Sports,Construction of sports facility at Rattan Road,120500000,2023-10-13
2113,EDU-9-2023-2113,4,9,Education,Construction of education facility at Pau Zila,212400000,2024-10-20
2114,ELE-8-2023-2114,3,2,Electricity,Construction of electricity facility at Buch Path,290700000,2025-06-15
2115,SPO-13-2023-2115,8,2,Sports,Construction of sports facility at Mann Chowk,155400000,2025-01-16
2116,EDU-7-2023-2116,2,12,Education,Construction of education facility at Goda Ganj,436000000,2024-11-04
2117,SAN-12-2023-2117,7,9,Sanitation,Construction of sanitation facility at Rajagopalan Nagar,114200000,2025-01-26
2118,SAN-25-2023-2118,20,18,Sanitation,Construction of sanitation facility at Mistry Ganj,333700000,2025-02-22
2119,SPO-10-2023-2119,5,2,Sports,Construction of sports facility at Chhabra Marg,349600000,2025-01-02
2120,DRI-7-2023-2120,2,6,Drinking Water,Construction of drinking water facility at Sur Path,251300000,2023-11-05
2121,HEA-12-2023-2121,7,9,Health,Construction of health facility at Gupta Chowk,497200000,2023-12-18
2122,DRI-23-2023-2122,18,6,Drinking Water,Construction of drinking water facility at Hans Nagar,245400000,2023-09-20
2123,ELE-22-2023-2123,17,18,Electricity,Construction of electricity facility at Khare,326800000,2024-09-14
2124,HEA-29-2023-2124,24,2,Health,Construction of health facility at Bhatnagar Marg,433700000,2025-05-08
2125,RAI-7-2023-2125,2,18,Railways,Construction of railways facility at Morar Circle,84800000,2024-09-23
2126,ROA-24-2023-2126,19,10,Roads,Construction of roads facility at Sengupta Circle,232100000,2023-09-13
2127,DRI-14-2023-2127,9,17,Drinking Water,Construction of drinking water facility at Nori Nagar,330900000,2023-10-14
2128,RAI-26-2023-2128,21,1,Railways,Construction of railways facility at Basak Path,180100000,2024-07-11
2129,DRI-8-2023-2129,3,20,Drinking Water,Construction of drinking water facility at Kakar Zila,485600000,2025-05-19
2130,EDU-13-2023-2130,8,17,Education,Construction of education facility at Shanker Circle,327600000,2025-02-08
2131,SAN-13-2023-2131,8,6,Sanitation,Construction of sanitation facility at Dixit Circle,357900000,2025-03-29
2132,SAN-21-2023-2132,16,7,Sanitation,Construction of sanitation facility at Kaul,448200000,2025-08-19
2133,DRI-20-2023-2133,15,15,Drinking Water,Construction of drinking water facility at Bansal Zila,372200000,2025-03-25
2134,SPO-25-2023-2134,20,5,Sports,Construction of sports facility at Suresh Street,267800000,2025-01-20
2135,EDU-28-2023-2135,23,15,Education,Construction of education facility at Sinha Nagar,185000000,2025-08-05
2136,SAN-10-2023-2136,5,17,Sanitation,Construction of sanitation facility at Bath,179400000,2024-03-07
2137,ELE-14-2023-2137_Electricity,9,4,Electricity,Construction of electricity facility at Atwal Street,371400000,2024-01-12
2138,SAN-22-2023-2138,17,17,Sanitation,Construction of sanitation facility at Mohanty Nagar,261100000,2025-05-30
2139,ROA-8-2023-2139,3,2,Roads,Construction of roads facility at Shan Zila,283700000,2024-12-18
2140,EDU-12-2023-2140,7,4,Education,Construction of education facility at Bhatt Street,498900000,2025-05-28
2141,ELE-24-2023-2141,19,9,Electricity,Construction of electricity facility at Comar Zila,187500000,2024-09-21
2142,SPO-26-2023-2142_Sports,21,8,Sports,Construction of sports facility at Kannan,361200000,2023-10-20
2143,DRI-7-2023-2143_Drinking Water,2,6,Drinking Water,Construction of drinking water facility at Sandhu Ganj,416700000,2024-05-20
2144,HEA-13-2023-2144,8,15,Health,Construction of health facility at Nair Marg,339400000,2023-12-03
2145,DRI-6-2023-2145,1,2,Drinking Water,Construction of drinking water facility at Devan,105500000,2024-05-07
2146,DRI-10-2023-2146,5,6,Drinking Water,Construction of drinking water facility at Bath Ganj,334100000,2024-12-04
2147,SAN-10-2023-2147,5,13,Sanitation,Construction of sanitation facility at Nayak Street,301900000,2023-10-20
2148,RAI-8-2023-2148,3,1,Railways,Construction of railways facility at Mahal Zila,94500000,2023-12-19
2149,ROA-15-2023-2149,10,8,Roads,Construction of roads facility at Ganguly Marg,381400000,2025-02-22
2150,SAN-18-2023-2150,13,19,Sanitation,Construction of sanitation facility at Gala Path,455400000,2024-08-06
2151,ELE-15-2023-2151,10,5,Electricity,Construction of electricity facility at Baria Ganj,248900000,2023-12-13
2152,DRI-27-2023-2152,22,8,Drinking Water,Construction of drinking water facility at Puri Zila,132100000,2025-04-27
2153,ELE-28-2023-2153,23,7,Electricity,Construction of electricity facility at Babu Street,442400000,2025-07-15
2154,ELE-27-2023-2154,22,16,Electricity,Construction of electricity facility at Buch Chowk,373400000,2023-09-05
2155,ELE-10-2023-2155,5,16,Electricity,Construction of electricity facility at Gola Nagar,233300000,2025-08-20
2156,ELE-28-2023-2156,23,19,Electricity,Construction of electricity facility at Mander Zila,67700000,2024-07-20
2157,ELE-12-2023-2157,7,5,Electricity,Construction of electricity facility at Date Chowk,472900000,2024-02-08
2158,SAN-11-2023-2158,6,5,Sanitation,Construction of sanitation facility at Madan Street,118800000,2024-10-11
2159,EDU-30-2023-2159,25,16,Education,Construction of education facility at Sabharwal Chowk,215200000,2024-03-04
2160,ELE-9-2023-2160,4,5,Electricity,Construction of electricity facility at Barad Street,200900000,2024-12-07
2161,EDU-23-2023-2161,18,12,Education,Construction of education facility at Tata Street,389200000,2024-12-19
2162,SAN-23-2023-2162,18,15,Sanitation,Construction of sanitation facility at Mitra Zila,92800000,2024-05-28
2163,ROA-8-2023-2163,3,9,Roads,Construction of roads facility at Agrawal Marg,119400000,2024-11-07
2164,SPO-29-2023-2164,24,2,Sports,Construction of sports facility at Handa Ganj,437600000,2023-12-01
2165,SPO-19-2023-2165_Sports,14,13,Sports,Construction of sports facility at Chandran Circle,180900000,2024-12-24
2166,ROA-29-2023-2166,24,4,Roads,Construction of roads facility at Zacharia Path,387200000,2024-09-29
2167,HEA-16-2023-2167,11,17,Health,Construction of health facility at Shetty Ganj,446800000,2025-04-21
2168,SAN-15-2023-2168_Sanitation,10,1,Sanitation,Construction of sanitation facility at Malhotra Ganj,306800000,2023-10-12
2169,ELE-23-2023-2169,18,6,Electricity,Construction of electricity facility at Chowdhury Ganj,157900000,2025-05-11
2170,EDU-23-2023-2170,18,12,Education,Construction of education facility at Som Street,135400000,2024-09-21
2171,EDU-11-2023-2171,6,10,Education,Construction of education facility at Dutta Street,199400000,2025-02-02
2172,ROA-18-2023-2172,13,20,Roads,Construction of roads facility at Bhagat Nagar,457700000,2025-01-13
2173,EDU-26-2023-2173,21,4,Education,Construction of education facility at Mane Path,470500000,2024-02-10
2174,SAN-17-2023-2174,12,16,Sanitation,Construction of sanitation facility at Krishnamurthy Marg,497800000,2024-05-17
2175,ROA-19-2023-2175,14,13,Roads,Construction of roads facility at Setty,353100000,2023-10-04
2176,ROA-6-2023-2176,1,1,Roads,Construction of roads facility at Ben Zila,366800000,2025-08-19
2177,SPO-30-2023-2177,25,19,Sports,Construction of sports facility at Goda Circle,147700000,2024-01-01
2178,SPO-26-2023-2178,21,8,Sports,Construction of sports facility at Sundaram Nagar,314300000,2024-10-04
2179,SAN-21-2023-2179,16,6,Sanitation,Construction of sanitation facility at Bobal Zila,454300000,2025-07-27
2180,DRI-27-2023-2180,22,14,Drinking Water,Construction of drinking water facility at Saxena Ganj,366500000,2024-12-04
2181,ROA-13-2023-2181,8,2,Roads,Construction of roads facility at Nanda,316300000,2024-07-22
2182,DRI-7-2023-2182,2,6,Drinking Water,Construction of drinking water facility at Nanda Ganj,167700000,2024-02-26
2183,DRI-19-2023-2183,14,17,Drinking Water,Construction of drinking water facility at Nanda Zila,102000000,2024-02-24
2184,HEA-27-2023-2184,22,3,Health,Construction of health facility at Khalsa Zila,469900000,2025-03-27
2185,ROA-23-2023-2185,18,13,Roads,Construction of roads facility at Iyengar Marg,106600000,2024-06-18
2186,ROA-15-2023-2186,10,11,Roads,Construction of roads facility at Borah Ganj,325700000,2024-08-31
2187,SAN-17-2023-2187,12,18,Sanitation,Construction of sanitation facility at Sundaram,84600000,2023-10-13
2188,HEA-17-2023-2188,12,8,Health,Construction of health facility at Dhillon Marg,255700000,2024-02-15
2189,ROA-14-2023-2189,9,2,Roads,Construction of roads facility at Sha,271400000,2024-01-17
2190,ELE-30-2023-2190,25,19,Electricity,Construction of electricity facility at Prakash Marg,322000000,2023-12-15
2191,RAI-30-2023-2191,25,5,Railways,Construction of railways facility at Hari Chowk,426600000,2025-01-03
2192,SPO-14-2023-2192,9,19,Sports,Construction of sports facility at Madan Path,268900000,2024-02-05
2193,SAN-29-2023-2193,24,5,Sanitation,Construction of sanitation facility at Datta Path,475900000,2023-09-25
2194,HEA-23-2023-2194,18,14,Health,Construction of health facility at Bhasin,187800000,2024-04-05
2195,SPO-20-2023-2195,15,11,Sports,Construction of sports facility at Choudhry Street,443600000,2025-06-23
2196,HEA-19-2023-2196,14,2,Health,Construction of health facility at Shanker Chowk,120800000,2024-07-21
2197,ELE-14-2023-2197,9,19,Electricity,Construction of electricity facility at Oza Street,362500000,2024-02-18
2198,RAI-24-2023-2198,19,20,Railways,Construction of railways facility at Dugar Road,168300000,2025-05-06
2199,DRI-23-2023-2199,18,2,Drinking Water,Construction of drinking water facility at Garde,79400000,2024-11-23
2200,ROA-27-2023-2200,22,19,Roads,Construction of roads facility at Karpe Circle,431700000,2023-11-07
2201,EDU-10-2023-2201,5,5,Education,Construction of education facility at Vig Marg,496100000,2024-09-14
2202,EDU-11-2023-2202,6,19,Education,Construction of education facility at Solanki Ganj,312400000,2025-06-12
2203,HEA-7-2023-2203,2,2,Health,Construction of health facility at Mallick Chowk,464100000,2023-09-12
2204,SPO-25-2023-2204,20,11,Sports,Construction of sports facility at Koshy Marg,114900000,2024-03-11
2205,DRI-26-2023-2205,21,20,Drinking Water,Construction of drinking water facility at Saraf Path,323300000,2024-11-24
2206,SPO-17-2023-2206,12,7,Sports,Construction of sports facility at Dixit Ganj,130500000,2025-08-10
2207,ELE-23-2023-2207,18,15,Electricity,Construction of electricity facility at Ahluwalia,229700000,2024-07-21
2208,SPO-30-2023-2208,25,4,Sports,Construction of sports facility at Baria Nagar,298800000,2024-08-31
2209,SPO-12-2023-2209,7,12,Sports,Construction of sports facility at Bandi Circle,474800000,2024-07-27
2210,EDU-11-2023-2210,6,7,Education,Construction of education facility at Ramesh Circle,189900000,2024-09-07
