work_id,work_id_raw,category,description,mp_id,constituency_id,ida_id,state,parliament,recommendation_date,recommended_amount,sanction_date,sanction_amount,status,completion_date,disbursed_amount,has_evidence,total_expenditure,expenditure_tx_count,first_payment_date,last_payment_date,unique_vendors,district_category_median,cost_deviation_pct,recommendation_to_sanction_days,sanction_to_first_payment_days,last_payment_to_completion_days,total_execution_days,total_expenditure_vs_sanction_amount,is_overpayment,mp_total_recommended,mp_allocated_limit,mp_recommended_total_vs_allocated_limit,budget_ceiling_breach_flag,evidence_missing_flag,vendor_txn_count_per_district_per_quarter
WS/MP181/2026-2027/225950-Setting up of laboratories,WS/MP181/2026-2027/225950-Setting up of laboratories,Other Public Infrastructure,"Computer- 40, UPS- 40",MP_AB59E6DE,C_UTTAR__ELECTED_MP,IDA_9B3F6013,Uttar Pradesh,rajya_sabha,08-Aug-2025,1692000.0,18-Jun-2026,1692000.0,SANCTION,,,,0.0,0,,,0,283000.0,497.88,314,-1,-1,-1,0.0,False,75060936.0,196000000.0,0.383,False,False,0
"WS/MP225/2025-2026/226094-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2025-2026/226094-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Construction of CC road from the house of Tulshi God to the residence of Moti God.,MP_0C58F9FA,C_CHHATT_ELECTED_MP,IDA_C115591F,Chhattisgarh,rajya_sabha,10-Aug-2025,1000000.0,26-Sep-2025,1000000.0,PHYSICAL INSPECTION,22-Jan-26,1000000.0,False,0.0,0,,,0,500000.0,100.0,47,-1,-1,118,0.0,False,203304755.0,246780257.9,0.8238,False,True,0
WS/MP225/2025-2026/226095-Installation of fixed garden gym equipment,WS/MP225/2025-2026/226095-Installation of fixed garden gym equipment,Other Public Infrastructure,"Construction of an open gym in the playground of Temri village, Kasdol Development Block, Baloda Bazar District, Chhattisgarh",MP_0C58F9FA,C_CHHATT_ELECTED_MP,IDA_C115591F,Chhattisgarh,rajya_sabha,10-Aug-2025,1000000.0,26-Sep-2025,1000000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,500000.0,100.0,47,-1,-1,-1,0.0,False,203304755.0,246780257.9,0.8238,False,False,0
"WS/MP225/2025-2026/226096-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2025-2026/226096-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Construction of CC road from the house of Mahendra Kashayp to the residence of Malikram.,MP_0C58F9FA,C_CHHATT_ELECTED_MP,IDA_C115591F,Chhattisgarh,rajya_sabha,10-Aug-2025,1000000.0,26-Sep-2025,1000000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,500000.0,100.0,47,-1,-1,-1,0.0,False,203304755.0,246780257.9,0.8238,False,False,0
"WS/MP147/2025-2026/226165-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP147/2025-2026/226165-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,For gravel road construction work from Damodara bypass to Eklavya Singh Ki Dhani in Gram Panchayat Damodara.,MP_BDF87350,C_RAJAST_ELECTED_MP,IDA_2BB2BE92,Rajasthan,rajya_sabha,10-Aug-2025,1498665.0,23-Dec-2025,1498665.0,PHYSICAL INSPECTION,29-Mar-26,1498665.0,False,0.0,0,,,0,994778.0,50.65,135,-1,-1,96,0.0,False,125277785.0,196063957.1,0.639,False,True,0
WS/MP140/2025-2026/226241-Purchase of mobile water tankers,WS/MP140/2025-2026/226241-Purchase of mobile water tankers,Other Public Infrastructure,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),MP_449E6A9E,C_PUNJAB_ELECTED_MP,IDA_A81D8385,Punjab,rajya_sabha,11-Aug-2025,365800.0,06-Oct-2025,365800.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,365800.0,0.0,56,-1,-1,-1,0.0,False,156287823.0,196359074.4,0.7959,False,False,0
WS/MP140/2025-2026/226242-Purchase of mobile water tankers,WS/MP140/2025-2026/226242-Purchase of mobile water tankers,Other Public Infrastructure,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),MP_449E6A9E,C_PUNJAB_ELECTED_MP,IDA_A81D8385,Punjab,rajya_sabha,11-Aug-2025,365800.0,06-Oct-2025,365800.0,PHYSICAL INSPECTION,09-Jan-26,365800.0,True,0.0,0,,,0,365800.0,0.0,56,-1,-1,95,0.0,False,156287823.0,196359074.4,0.7959,False,False,0
WS/MP140/2025-2026/226243-Purchase of mobile water tankers,WS/MP140/2025-2026/226243-Purchase of mobile water tankers,Other Public Infrastructure,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),MP_449E6A9E,C_PUNJAB_ELECTED_MP,IDA_A81D8385,Punjab,rajya_sabha,11-Aug-2025,365800.0,06-Oct-2025,365800.0,PHYSICAL INSPECTION,12-Jan-26,365800.0,True,0.0,0,,,0,365800.0,0.0,56,-1,-1,98,0.0,False,156287823.0,196359074.4,0.7959,False,False,0
WS/MP140/2025-2026/226244-Installing tube-wells and borewells,WS/MP140/2025-2026/226244-Installing tube-wells and borewells,Other Public Infrastructure,Regarding installing a new borewell for clean water in the village.,MP_449E6A9E,C_PUNJAB_ELECTED_MP,IDA_E21E54C7,Punjab,rajya_sabha,11-Aug-2025,300000.0,16-Sep-2025,300000.0,WORK COMPLETED,31-Dec-25,299925.0,False,0.0,0,,,0,365800.0,-17.99,36,-1,-1,106,0.0,False,156287823.0,196359074.4,0.7959,False,True,0
WS/MP140/2025-2026/226245-Purchase of mobile water tankers,WS/MP140/2025-2026/226245-Purchase of mobile water tankers,Other Public Infrastructure,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),MP_449E6A9E,C_PUNJAB_ELECTED_MP,IDA_B980BA28,Punjab,rajya_sabha,11-Aug-2025,365800.0,28-Nov-2025,365800.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,365800.0,0.0,109,-1,-1,-1,0.0,False,156287823.0,196359074.4,0.7959,False,False,0
WS/MP140/2025-2026/226246-Purchase of mobile water tankers,WS/MP140/2025-2026/226246-Purchase of mobile water tankers,Other Public Infrastructure,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),MP_449E6A9E,C_PUNJAB_ELECTED_MP,IDA_A81D8385,Punjab,rajya_sabha,11-Aug-2025,365800.0,06-Oct-2025,365800.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,365800.0,0.0,56,-1,-1,-1,0.0,False,156287823.0,196359074.4,0.7959,False,False,0
WS/MP078/2025-2026/226248-Purchase of books and periodicals for libraries/digitization of library books,WS/MP078/2025-2026/226248-Purchase of books and periodicals for libraries/digitization of library books,Other Public Infrastructure,Purchase of books for public library for different Government Schools located at District Hamirpur Through Dy Director Elementary Education Hamirpur District Hamirpur Himachal Pradesh Executing Agency Dy Director Elementary Education Hamirpur,MP_F2C96988,C_HIMACH_ELECTED_MP,IDA_E13C5D65,Himachal Pradesh,rajya_sabha,11-Aug-2025,499810.0,04-Sep-2025,499810.0,PHYSICAL INSPECTION,28-Nov-25,499810.0,False,0.0,0,,,0,200000.0,149.9,24,-1,-1,85,0.0,False,149407065.04,207863957.1,0.7188,False,True,0
"WS/MP141/2025-2026/226279-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/226279-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,for street and drain,MP_AFE45743,C_PUNJAB_ELECTED_MP,IDA_E21E54C7,Punjab,rajya_sabha,11-Aug-2025,200000.0,02-Sep-2025,200000.0,PHYSICAL INSPECTION,31-Dec-25,200000.0,False,0.0,0,,,0,365800.0,-45.33,22,-1,-1,120,0.0,False,150256424.52,220984094.3,0.6799,False,True,0
"WS/MP132/2025-2026/226313-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP132/2025-2026/226313-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Construction of CC road from Lingaraj Pradhan pond to Beleswar temple.,MP_CF55E81F,C_ODISHA_ELECTED_MP,IDA_64395573,Odisha,rajya_sabha,11-Aug-2025,500000.0,05-Jan-2026,500000.0,SANCTION,,,,0.0,0,,,0,500000.0,0.0,147,-1,-1,-1,0.0,False,30455000.0,196063957.1,0.1553,False,False,0
"WS/MP141/2025-2026/226321-Purchase of IT systems, including hardware and software for educational purposes","WS/MP141/2025-2026/226321-Purchase of IT systems, including hardware and software for educational purposes",Other Public Infrastructure,for provinding smart pannel school of eminence ladowali road jalandhar,MP_AFE45743,C_PUNJAB_ELECTED_MP,IDA_A81D8385,Punjab,rajya_sabha,11-Aug-2025,135000.0,26-Sep-2025,135000.0,PHYSICAL INSPECTION,19-Dec-25,135000.0,True,0.0,0,,,0,365800.0,-63.09,46,-1,-1,84,0.0,False,150256424.52,220984094.3,0.6799,False,False,0
"WS/MP831/2026-2027/226362-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2026-2027/226362-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Construction of roads at Dalhapara village under Roumary VCDC.,MP_213C6E35,C_ASSAM_ELECTED_MP,IDA_B5D79724,Assam,rajya_sabha,11-Aug-2025,1000000.0,18-Jun-2026,1000000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,1000000.0,0.0,311,-1,-1,-1,0.0,False,144969662.0,220563957.1,0.6573,False,False,0
WS/MP831/2026-2027/226363-Construction of boundary walls of existing public and community buildings,WS/MP831/2026-2027/226363-Construction of boundary walls of existing public and community buildings,Other Public Infrastructure,construction of boundary wall of Bwirathi Club and Library under Roumary VCDC.,MP_213C6E35,C_ASSAM_ELECTED_MP,IDA_B5D79724,Assam,rajya_sabha,11-Aug-2025,1000000.0,22-Jun-2026,1000000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,1000000.0,0.0,315,-1,-1,-1,0.0,False,144969662.0,220563957.1,0.6573,False,False,0
"WS/MP204/2025-2026/226372-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/226372-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Construction of C.C. road from the house of shri Pankaj Saini towards the dairy of Shri Simratlal Saini in village panchayat jassowala, Block Vikas Nagar, Dehradun",MP_45892B96,C_UTTARA_ELECTED_MP,IDA_AE6F248E,Uttarakhand,rajya_sabha,11-Aug-2025,300000.0,27-Sep-2025,300000.0,SANCTION,,,,0.0,0,,,0,800000.0,-62.5,47,-1,-1,-1,0.0,False,128458220.0,200830405.8,0.6396,False,False,0
WS/MP078/2025-2026/226419-Street lights,WS/MP078/2025-2026/226419-Street lights,Other Public Infrastructure,Five Solar Street Light from Dhalpur main road to Sarbari upto sheetla mandir recommended by Priyanka Rajput Resident of Akhada Bazar District Kullu Executing Agency BDO Kullu,MP_F2C96988,C_HIMACH_ELECTED_MP,IDA_A1553B34,Himachal Pradesh,rajya_sabha,12-Aug-2025,50000.0,23-Oct-2025,50000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,200000.0,-75.0,72,-1,-1,-1,0.0,False,149407065.04,207863957.1,0.7188,False,False,0
WS/MP842/2025-2026/226420-Purchase of vans and buses for educational institutions,WS/MP842/2025-2026/226420-Purchase of vans and buses for educational institutions,Other Public Infrastructure,Purchase of School vehicle for the Government LPS Padikkachal School Code 14807 Sub District  Iritty.,MP_864EB9DF,C_KERALA_NOMINATED_MP,IDA_F9E757D4,Kerala,rajya_sabha,12-Aug-2025,1000000.0,06-Jan-2026,1000000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,100.0,147,-1,-1,-1,0.0,False,96296464.0,196063957.1,0.4911,False,False,0
WS/MP078/2025-2026/226422-Purchase of books and periodicals for libraries/digitization of library books,WS/MP078/2025-2026/226422-Purchase of books and periodicals for libraries/digitization of library books,Other Public Infrastructure,"Purchase of Books for Public Library at different Schools located in District Ratlam, Madhya Pradesh Through District Education Officer Secondary Education District Ratlam Madhya Pradesh Executing Agency District Education Officer Secondary Education District Ratlam Madhya Pradesh",MP_F2C96988,C_HIMACH_ELECTED_MP,IDA_55249D48,Himachal Pradesh,rajya_sabha,,,03-Feb-2026,2500000.0,PHYSICAL INSPECTION,,,,0.0,0,,,0,200000.0,1150.0,-1,-1,-1,-1,0.0,False,149407065.04,207863957.1,0.7188,False,False,0
"WS/MP101/2026-2027/226446-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP101/2026-2027/226446-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,CONSTRUCTION OF KANIYAR VAYAL-CHERULAD MALA ROAD,MP_253C7055,C_KERALA_ELECTED_MP,IDA_F9E757D4,Kerala,rajya_sabha,12-Aug-2025,500000.0,14-May-2026,500000.0,PHYSICAL INSPECTION,,,,0.0,0,,,0,500000.0,0.0,275,-1,-1,-1,0.0,False,94070114.0,220563957.1,0.4265,False,False,0
WS/MP101/2026-2027/226447-Lighting of public spaces,WS/MP101/2026-2027/226447-Lighting of public spaces,Other Public Infrastructure,INSTALLATION OF MINI HIGHMAST  LIGHT NEAR TRANSFORMER AT PAZHASSI TEMPLE ROAD JUNCTION,MP_253C7055,C_KERALA_ELECTED_MP,IDA_F9E757D4,Kerala,rajya_sabha,12-Aug-2025,199998.0,13-May-2026,199998.0,PHYSICAL INSPECTION,14-May-26,199998.0,False,0.0,0,,,0,500000.0,-60.0,274,-1,-1,1,0.0,False,94070114.0,220563957.1,0.4265,False,True,0
WS/MP101/2026-2027/226448-Lighting of public spaces,WS/MP101/2026-2027/226448-Lighting of public spaces,Other Public Infrastructure,INSTALLATION OF MINI HIGH MAST LIGHT NEAR KAYILOOR ALP SCHOOL,MP_253C7055,C_KERALA_ELECTED_MP,IDA_F9E757D4,Kerala,rajya_sabha,12-Aug-2025,199998.0,13-May-2026,199998.0,PHYSICAL INSPECTION,14-May-26,199998.0,False,0.0,0,,,0,500000.0,-60.0,274,-1,-1,1,0.0,False,94070114.0,220563957.1,0.4265,False,True,0
WS/MP18403/2025-2026/226460-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18403/2025-2026/226460-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Other Public Infrastructure,For the facilitation work of the Turi-Barot Samaj Crematorium,MP_8B4BA5F4,C_GUJARA_ELECTED_MP,IDA_2E77274F,Gujarat,rajya_sabha,14-Aug-2025,500000.0,07-Nov-2025,500000.0,PHYSICAL INSPECTION,06-Apr-26,500000.0,True,0.0,0,,,0,499974.0,0.01,85,-1,-1,150,0.0,False,59191983.0,147000000.0,0.4027,False,False,0
WS/MP18403/2025-2026/226462-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18403/2025-2026/226462-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Other Public Infrastructure,For the work of physical facilities in the crematorium of the Brahmin community,MP_8B4BA5F4,C_GUJARA_ELECTED_MP,IDA_AA0F2E79,Gujarat,rajya_sabha,14-Aug-2025,500000.0,07-Nov-2025,500000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,499974.0,0.01,85,-1,-1,-1,0.0,False,59191983.0,147000000.0,0.4027,False,False,0
"WS/MP18403/2025-2026/226464-Purchase of IT systems, including hardware and software for educational purposes","WS/MP18403/2025-2026/226464-Purchase of IT systems, including hardware and software for educational purposes",Other Public Infrastructure,For the work of allocating three computers to Kharsada Primary School,MP_8B4BA5F4,C_GUJARA_ELECTED_MP,IDA_AA0F2E79,Gujarat,rajya_sabha,14-Aug-2025,150000.0,23-Feb-2026,150000.0,SANCTION,,,,0.0,0,,,0,499974.0,-70.0,193,-1,-1,-1,0.0,False,59191983.0,147000000.0,0.4027,False,False,0
WS/MP18403/2025-2026/226467-Construction of public toilets and bathrooms,WS/MP18403/2025-2026/226467-Construction of public toilets and bathrooms,Other Public Infrastructure,For toilet work next to the high school in Gorisana village,MP_8B4BA5F4,C_GUJARA_ELECTED_MP,IDA_AA0F2E79,Gujarat,rajya_sabha,14-Aug-2025,200000.0,23-Feb-2026,200000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,499974.0,-60.0,193,-1,-1,-1,0.0,False,59191983.0,147000000.0,0.4027,False,False,0
WS/MP18403/2025-2026/226469-Construction of public libraries and reading rooms,WS/MP18403/2025-2026/226469-Construction of public libraries and reading rooms,Other Public Infrastructure,For library work in Davada village,MP_8B4BA5F4,C_GUJARA_ELECTED_MP,IDA_AA0F2E79,Gujarat,rajya_sabha,14-Aug-2025,500000.0,07-Nov-2025,500000.0,SANCTION,,,,0.0,0,,,0,499974.0,0.01,85,-1,-1,-1,0.0,False,59191983.0,147000000.0,0.4027,False,False,0
"WS/MP18296/2025-2026/226487-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18296/2025-2026/226487-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Construction of C.C Road from SVP Chowk to PDA Engineering college road Hanuman Temple.,MP_4ED7AC30,C_KARNAT_ELECTED_MP,IDA_9661629A,Karnataka,rajya_sabha,12-Aug-2025,8100000.0,22-Jan-2026,8100000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,498999.0,1523.25,163,-1,-1,-1,0.0,False,69650000.0,147000000.0,0.4738,False,False,0
"WS/MP18296/2025-2026/226590-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18296/2025-2026/226590-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Installation of Pavers for road connectivity from Karimaremma temple to Old Bypass road at Ward no. 30, Cowl Bazar, Ballari.",MP_4ED7AC30,C_KARNAT_ELECTED_MP,IDA_D1F58634,Karnataka,rajya_sabha,12-Aug-2025,2500000.0,06-Dec-2025,2500000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,498999.0,401.0,116,-1,-1,-1,0.0,False,69650000.0,147000000.0,0.4738,False,False,0
"WS/MP18296/2025-2026/226598-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18296/2025-2026/226598-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Construction of CC Road at Ballari Ward No. 32, Gopalgowda Nagar, 2 Stage Park backside Reddy House to Gulnaz House",MP_4ED7AC30,C_KARNAT_ELECTED_MP,IDA_D1F58634,Karnataka,rajya_sabha,12-Aug-2025,500000.0,06-Dec-2025,500000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,498999.0,0.2,116,-1,-1,-1,0.0,False,69650000.0,147000000.0,0.4738,False,False,0
"WS/MP18296/2025-2026/226602-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18296/2025-2026/226602-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Construction of CC Road at Ballari Ward No. 32, Gopalgowda Nagar, near 2nd Stage Park Shamiulla House to Hajipeer House.",MP_4ED7AC30,C_KARNAT_ELECTED_MP,IDA_D1F58634,Karnataka,rajya_sabha,12-Aug-2025,500000.0,06-Dec-2025,500000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,498999.0,0.2,116,-1,-1,-1,0.0,False,69650000.0,147000000.0,0.4738,False,False,0
WS/MP838/2025-2026/226678-Construction of community centers and community halls,WS/MP838/2025-2026/226678-Construction of community centers and community halls,Other Public Infrastructure,For the ongoing work of Community Bhavan being constructed on the land belonging to Sri Ramanuja Seva Samiti Trust,MP_A5E2E98F,C_KARNAT_NOMINATED_MP,IDA_64C5DEAF,Karnataka,rajya_sabha,13-Aug-2025,499000.0,31-Dec-2025,499000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,498999.0,0.0,140,-1,-1,-1,0.0,False,112764491.0,196063957.1,0.5751,False,False,0
"WS/MP838/2026-2027/226687-Setting up processing plants, cold storages,etc for fish and fisheries products for community use","WS/MP838/2026-2027/226687-Setting up processing plants, cold storages,etc for fish and fisheries products for community use",Other Public Infrastructure,Construction work of the storage building of the Women Milk Producers Cooperative Society,MP_A5E2E98F,C_KARNAT_NOMINATED_MP,IDA_2C3FFA9A,Karnataka,rajya_sabha,13-Aug-2025,499000.0,28-Jul-2026,499000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,498999.0,0.0,349,-1,-1,-1,0.0,False,112764491.0,196063957.1,0.5751,False,False,0
"WS/MP838/2026-2027/226688-Setting up processing plants, cold storages,etc for fish and fisheries products for community use","WS/MP838/2026-2027/226688-Setting up processing plants, cold storages,etc for fish and fisheries products for community use",Other Public Infrastructure,New Building Construction Work of Milk Producers Cooperative Society,MP_A5E2E98F,C_KARNAT_NOMINATED_MP,IDA_2C3FFA9A,Karnataka,rajya_sabha,13-Aug-2025,499000.0,28-Jul-2026,499000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,498999.0,0.0,349,-1,-1,-1,0.0,False,112764491.0,196063957.1,0.5751,False,False,0
WS/MP165/2026-2027/226753-Construction of community centers and community halls,WS/MP165/2026-2027/226753-Construction of community centers and community halls,Other Public Infrastructure,"Construction of PDS Outlet at Thalaiyur Village, Kandadevi Panchayat in Devakottai Block",MP_79639217,C_TAMIL__ELECTED_MP,IDA_B9CD3F2C,Tamil Nadu,rajya_sabha,06-Sep-2025,985000.0,08-Aug-2026,985000.0,PHYSICAL INSPECTION,,,,0.0,0,,,0,899274.0,9.53,336,-1,-1,-1,0.0,False,181536919.0,236312242.5,0.7682,False,False,0
WS/MP165/2025-2026/226754-Construction of community centers and community halls,WS/MP165/2025-2026/226754-Construction of community centers and community halls,Other Public Infrastructure,"Construction of PDS Outlet at Kannangudi Village, Kannangudi Panchayat",MP_79639217,C_TAMIL__ELECTED_MP,IDA_B9CD3F2C,Tamil Nadu,rajya_sabha,06-Sep-2025,1000000.0,01-Dec-2025,1000000.0,PHYSICAL INSPECTION,06-Dec-25,999216.0,False,0.0,0,,,0,899274.0,11.2,86,-1,-1,5,0.0,False,181536919.0,236312242.5,0.7682,False,True,0
WS/MP165/2026-2027/226755-Street lights,WS/MP165/2026-2027/226755-Street lights,Other Public Infrastructure,"Providing Mini Mast Light near Muhamathiyarpattinam Pallivasal, Ward No.26 in Devakottai Municipality",MP_79639217,C_TAMIL__ELECTED_MP,IDA_B9CD3F2C,Tamil Nadu,rajya_sabha,06-Sep-2025,500000.0,13-May-2026,500000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,899274.0,-44.4,249,-1,-1,-1,0.0,False,181536919.0,236312242.5,0.7682,False,False,0
WS/MP165/2026-2027/226756-Street lights,WS/MP165/2026-2027/226756-Street lights,Other Public Infrastructure,"Providing Mini Mast Light near Masjidun Noor Pallivasal,  Ward No.23, Gandhi Road, Devakottai Minicipality",MP_79639217,C_TAMIL__ELECTED_MP,IDA_B9CD3F2C,Tamil Nadu,rajya_sabha,06-Sep-2025,500000.0,13-May-2026,500000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,899274.0,-44.4,249,-1,-1,-1,0.0,False,181536919.0,236312242.5,0.7682,False,False,0
WS/MP165/2026-2027/226757-Street lights,WS/MP165/2026-2027/226757-Street lights,Other Public Infrastructure,"Providing Mini Mast Light near Ulaga Meetpar Pangu Aalayam, Ramnagar,  Punitha Joseph Middle School, Ward No.11, Devakottai Municipality",MP_79639217,C_TAMIL__ELECTED_MP,IDA_B9CD3F2C,Tamil Nadu,rajya_sabha,06-Sep-2025,500000.0,13-May-2026,500000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,899274.0,-44.4,249,-1,-1,-1,0.0,False,181536919.0,236312242.5,0.7682,False,False,0
WS/MP165/2026-2027/226758-Street lights,WS/MP165/2026-2027/226758-Street lights,Other Public Infrastructure,"Providing Mini Mast Light at Ramnagar Four road Junction, Ward No.11, Devakottai Municipality",MP_79639217,C_TAMIL__ELECTED_MP,IDA_B9CD3F2C,Tamil Nadu,rajya_sabha,06-Sep-2025,500000.0,13-May-2026,500000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,899274.0,-44.4,249,-1,-1,-1,0.0,False,181536919.0,236312242.5,0.7682,False,False,0
WS/MP042/2025-2026/226790-Lighting of public spaces,WS/MP042/2025-2026/226790-Lighting of public spaces,Other Public Infrastructure,Installation work of high mast light near Yoga baba mandir baliya located in Bargaon Panchayat under Sonbarsha block,MP_885DC806,C_BIHAR_ELECTED_MP,IDA_D3610B1E,Bihar,rajya_sabha,13-Aug-2025,697000.0,04-Sep-2025,697000.0,PHYSICAL INSPECTION,23-Sep-25,697000.0,False,0.0,0,,,0,970000.0,-28.14,22,-1,-1,19,0.0,False,103781394.0,191620112.1,0.5416,False,True,0
WS/MP042/2025-2026/226791-Lighting of public spaces,WS/MP042/2025-2026/226791-Lighting of public spaces,Other Public Infrastructure,Installation work of high mast light near Imambara chauraha chikni dakshinbari located in rauta khem Panchayat Ward No 02 under sourbazar block,MP_885DC806,C_BIHAR_ELECTED_MP,IDA_D3610B1E,Bihar,rajya_sabha,13-Aug-2025,697000.0,18-Sep-2025,697000.0,PHYSICAL INSPECTION,17-Dec-25,697000.0,False,0.0,0,,,0,970000.0,-28.14,36,-1,-1,90,0.0,False,103781394.0,191620112.1,0.5416,False,True,0
WS/MP007/2025-2026/226848-Installing tube-wells and borewells,WS/MP007/2025-2026/226848-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc in Near Zila School Ranchi urban area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,13-Aug-2025,510000.0,22-Aug-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,9,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/226849-Construction of footpaths and pedestrian ways,WS/MP007/2025-2026/226849-Construction of footpaths and pedestrian ways,Other Public Infrastructure,Paver block laying work near Chabutra Gosner Middle School Ward 15 under Ranchi Urban Area.,MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,13-Aug-2025,240000.0,22-Aug-2025,240000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,-52.0,9,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/226850-Construction of footpaths and pedestrian ways,WS/MP007/2025-2026/226850-Construction of footpaths and pedestrian ways,Other Public Infrastructure,Paver block laying work near the main gate of Bernawas Hospital Ward 15 under Ranchi Urban Area.,MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,13-Aug-2025,240000.0,22-Aug-2025,240000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,-52.0,9,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/226851-Installing tube-wells and borewells,WS/MP007/2025-2026/226851-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc in front of Ashish house Lohra Kocha Ward No 18 under Ranchi urban area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,13-Aug-2025,494000.0,22-Aug-2025,494000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,-1.2,9,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
