alert_id,canonical_work_id,source_house,canonical_state,canonical_mp_name,priority,project_risk_score,delay_probability,expected_delay_days,status,evidence_json,auditor_notes,created_at,updated_at
ALT_11287544837778856853,WORK_HASH_11287544837778856853,LOK_SABHA,UTTAR PRADESH,PUSHPENDRA SAROJ,CRITICAL,79.8,0.9988,110,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.8 >= 75.0"", ""delay_probability_pct"": 99.9, ""expected_delay_days"": 110, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 6.0, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.674894,2026-09-02T22:35:23.674895
ALT_11287674535152246802,WORK_HASH_11287674535152246802,LOK_SABHA,UTTAR PRADESH,CHHOTELAL,CRITICAL,79.5,0.9988,158,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.5 >= 75.0"", ""delay_probability_pct"": 99.9, ""expected_delay_days"": 158, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 21.9, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.674907,2026-09-02T22:35:23.674909
ALT_11287888237282052838,WORK_HASH_11287888237282052838,LOK_SABHA,RAJASTHAN,HANUMAN BENIWAL,CRITICAL,79.1,0.9829,69,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.1 >= 75.0"", ""delay_probability_pct"": 98.3, ""expected_delay_days"": 69, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 6.8, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.674921,2026-09-02T22:35:23.674922
ALT_1128795128540738157,WORK_HASH_1128795128540738157,LOK_SABHA,MAHARASHTRA,GOWAAL KAGADA PADAVI,MEDIUM,46.2,0.995,100,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 46.2 >= 25.0"", ""delay_probability_pct"": 99.5, ""expected_delay_days"": 100, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 17.6, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.674935,2026-09-02T22:35:23.674937
ALT_11287999797631707735,WORK_HASH_11287999797631707735,LOK_SABHA,PUNJAB,DHARAMVIRA GANDHI,MEDIUM,46.2,0.9921,131,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 46.2 >= 25.0"", ""delay_probability_pct"": 99.2, ""expected_delay_days"": 131, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 55.0, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.674951,2026-09-02T22:35:23.674952
ALT_1128828747167971375,WORK_HASH_1128828747167971375,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.674974,2026-09-02T22:35:23.674975
ALT_11288356125100694153,WORK_HASH_11288356125100694153,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 1, ""compliance_rules_triggered"": [""R008""], ""compliance_actions"": [""Request site photo / completion certificate evidence""], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.674990,2026-09-02T22:35:23.674991
ALT_11288381993187783714,WORK_HASH_11288381993187783714,LOK_SABHA,GUJARAT,RAJESHBHAI NARANBHAI CHUDASAMA,CRITICAL,79.4,0.9958,115,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 115, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 5.8, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675004,2026-09-02T22:35:23.675005
ALT_11288567007040245010,WORK_HASH_11288567007040245010,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675017,2026-09-02T22:35:23.675018
ALT_11288758422645796269,WORK_HASH_11288758422645796269,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 1, ""compliance_rules_triggered"": [""R008""], ""compliance_actions"": [""Request site photo / completion certificate evidence""], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675033,2026-09-02T22:35:23.675036
ALT_11288814198636511116,WORK_HASH_11288814198636511116,LOK_SABHA,WEST BENGAL,KARTICK CHANDRA PAUL,MEDIUM,46.3,0.9947,127,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration""], ""threshold_breached"": ""Project Risk Score 46.3 >= 25.0"", ""delay_probability_pct"": 99.5, ""expected_delay_days"": 127, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 2.4, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.675054,2026-09-02T22:35:23.675055
ALT_11288861421139669803,WORK_HASH_11288861421139669803,RAJYA_SABHA,GUJARAT,MAYANKKUMAR NAYAK (2024-30) (2024-2030),CRITICAL,79.5,0.9958,116,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.5 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 116, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 6.1, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675069,2026-09-02T22:35:23.675070
ALT_1128895839967609542,WORK_HASH_1128895839967609542,LOK_SABHA,TELANGANA,SURESH KUMAR SHETKAR,CRITICAL,79.4,0.9972,182,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.7, ""expected_delay_days"": 182, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 11.4, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675083,2026-09-02T22:35:23.675085
ALT_11289097229991574378,WORK_HASH_11289097229991574378,LOK_SABHA,TAMIL NADU,MALAIYARASAN D,CRITICAL,79.6,0.9969,84,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.6 >= 75.0"", ""delay_probability_pct"": 99.7, ""expected_delay_days"": 84, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 10.2, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675098,2026-09-02T22:35:23.675099
ALT_11289231733307615252,WORK_HASH_11289231733307615252,LOK_SABHA,CHHATTISGARH,JYOTSNA CHARANDAS MAHANT,MEDIUM,46.1,0.9927,62,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 46.1 >= 25.0"", ""delay_probability_pct"": 99.3, ""expected_delay_days"": 62, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 6.1, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.675115,2026-09-02T22:35:23.675117
ALT_11289292797173915028,WORK_HASH_11289292797173915028,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675133,2026-09-02T22:35:23.675134
ALT_1128943748328988482,WORK_HASH_1128943748328988482,LOK_SABHA,HIMACHAL PRADESH,ANURAG SINGH THAKUR,MEDIUM,35.2,0.0093,13,NEW,"{""risk_drivers"": [""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 35.2 >= 25.0"", ""delay_probability_pct"": 0.9, ""expected_delay_days"": 13, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 21.8, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.675162,2026-09-02T22:35:23.675163
ALT_11289799976813432049,WORK_HASH_11289799976813432049,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 1, ""compliance_rules_triggered"": [""R008""], ""compliance_actions"": [""Request site photo / completion certificate evidence""], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675178,2026-09-02T22:35:23.675180
ALT_11289846124563671362,WORK_HASH_11289846124563671362,LOK_SABHA,BIHAR,KAUSHALENDRA KUMAR,CRITICAL,79.2,0.9916,40,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.2 >= 75.0"", ""delay_probability_pct"": 99.2, ""expected_delay_days"": 40, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 15.8, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675194,2026-09-02T22:35:23.675195
ALT_11289889376254211420,WORK_HASH_11289889376254211420,LOK_SABHA,BIHAR,RAJESH VERMA,CRITICAL,79.4,0.9977,137,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 137, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 13.8, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675209,2026-09-02T22:35:23.675210
ALT_11290019259133145409,WORK_HASH_11290019259133145409,LOK_SABHA,UTTAR PRADESH,R.K. CHAUDHARY,CRITICAL,79.4,0.9935,59,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 59, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 11.0, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675225,2026-09-02T22:35:23.675226
ALT_11290072917608891890,WORK_HASH_11290072917608891890,RAJYA_SABHA,TELANGANA,RAVI CHANDRA VADDIRAJU (2024-30) (2024-2030),CRITICAL,79.2,0.995,127,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.2 >= 75.0"", ""delay_probability_pct"": 99.5, ""expected_delay_days"": 127, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.2, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675240,2026-09-02T22:35:23.675242
ALT_11290133108600432951,WORK_HASH_11290133108600432951,LOK_SABHA,BIHAR,DEVESH CHANDRA THAKUR,CRITICAL,79.3,0.9919,69,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.3 >= 75.0"", ""delay_probability_pct"": 99.2, ""expected_delay_days"": 69, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 6.9, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675255,2026-09-02T22:35:23.675256
ALT_11290147398932157390,WORK_HASH_11290147398932157390,LOK_SABHA,CHHATTISGARH,TOKHAN SAHU,MEDIUM,35.5,0.02,9,NEW,"{""risk_drivers"": [""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 35.5 >= 25.0"", ""delay_probability_pct"": 2.0, ""expected_delay_days"": 9, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 26.4, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.675271,2026-09-02T22:35:23.675272
ALT_11290567106964276503,WORK_HASH_11290567106964276503,RAJYA_SABHA,MAHARASHTRA,DHANANJAY BHIMRAO MAHADIK (2022-28) (2022-2028),MEDIUM,46.1,0.9959,274,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration""], ""threshold_breached"": ""Project Risk Score 46.1 >= 25.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 274, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 14.2, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.675285,2026-09-02T22:35:23.675286
ALT_11290588177975130502,WORK_HASH_11290588177975130502,LOK_SABHA,JHARKHAND,CHANDRA PRAKASH CHOUDHARY,CRITICAL,80.0,1.0,38,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 80.0 >= 75.0"", ""delay_probability_pct"": 100.0, ""expected_delay_days"": 38, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 14.2, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675299,2026-09-02T22:35:23.675300
ALT_11290990076279634258,WORK_HASH_11290990076279634258,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675313,2026-09-02T22:35:23.675314
ALT_11291014705578653742,WORK_HASH_11291014705578653742,RAJYA_SABHA,KARNATAKA,NARAYANASA K. BHANDAGE (2024-30) (2024-2030),MEDIUM,46.5,0.9937,192,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 46.5 >= 25.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 192, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 2.3, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.675333,2026-09-02T22:35:23.675334
ALT_11291231848825612788,WORK_HASH_11291231848825612788,LOK_SABHA,TELANGANA,BALRAM NAIK PORIKA,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675347,2026-09-02T22:35:23.675348
ALT_11291274738549339435,WORK_HASH_11291274738549339435,LOK_SABHA,TAMIL NADU,KANI K NAVAS,CRITICAL,79.4,0.9958,39,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 39, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 20.1, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.675361,2026-09-02T22:35:23.675363
ALT_11291287207363435570,WORK_HASH_11291287207363435570,RAJYA_SABHA,GUJARAT,PARMAR JASHVANTSINH SALAMSINH (2024-30) (2024-2030),MEDIUM,46.3,0.9959,170,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 46.3 >= 25.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 170, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 23.8, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.675379,2026-09-02T22:35:23.675380
ALT_11291405499674093989,WORK_HASH_11291405499674093989,LOK_SABHA,KARNATAKA,B Y RAGHAVENDRA,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675394,2026-09-02T22:35:23.675396
ALT_11291405499674093989,WORK_HASH_11291405499674093989,LOK_SABHA,KARNATAKA,B Y RAGHAVENDRA,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675600,2026-09-02T22:35:23.675609
ALT_11291533969936454627,WORK_HASH_11291533969936454627,RAJYA_SABHA,HIMACHAL PRADESH,HARSH MAHAJAN (2024-30) (2024-2030),MEDIUM,2.6,0.0352,13,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 2.6 >= 25.0"", ""delay_probability_pct"": 3.5, ""expected_delay_days"": 13, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 21.8, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.675778,2026-09-02T22:35:23.675783
ALT_11291576993263792619,WORK_HASH_11291576993263792619,LOK_SABHA,GUJARAT,MITESH RAMESHBHAI BAKABHAI PATEL,MEDIUM,46.7,0.9944,303,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration""], ""threshold_breached"": ""Project Risk Score 46.7 >= 25.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 303, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 67.8, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.676104,2026-09-02T22:35:23.676106
ALT_11291644428316190597,WORK_HASH_11291644428316190597,RAJYA_SABHA,UTTAR PRADESH,B.L. VERMA (2020-26) (2020-2026),MEDIUM,2.6,0.0344,5,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 2.6 >= 25.0"", ""delay_probability_pct"": 3.4, ""expected_delay_days"": 5, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 29.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.676128,2026-09-02T22:35:23.676130
ALT_11291665850668035315,WORK_HASH_11291665850668035315,LOK_SABHA,MAHARASHTRA,BHAUSAHEB RAJARAM WAKCHAURE,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.676145,2026-09-02T22:35:23.676147
ALT_11291771762582757780,WORK_HASH_11291771762582757780,LOK_SABHA,ANDHRA PRADESH,AMBICA G LAKSHMINARAYANA VALMIKI,CRITICAL,79.5,0.9962,91,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.5 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 91, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 13.9, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.676267,2026-09-02T22:35:23.676273
ALT_11292086213920628844,WORK_HASH_11292086213920628844,RAJYA_SABHA,TAMIL NADU,SMT. RAJATHI (2025-31) (2025-2031),CRITICAL,79.6,0.9967,54,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.6 >= 75.0"", ""delay_probability_pct"": 99.7, ""expected_delay_days"": 54, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 16.8, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.676298,2026-09-02T22:35:23.676299
ALT_11292115342760741392,WORK_HASH_11292115342760741392,LOK_SABHA,HARYANA,MANOHAR LAL,CRITICAL,79.6,0.9967,52,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.6 >= 75.0"", ""delay_probability_pct"": 99.7, ""expected_delay_days"": 52, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 10.2, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.676315,2026-09-02T22:35:23.676316
ALT_11292213130073898149,WORK_HASH_11292213130073898149,RAJYA_SABHA,UTTAR PRADESH,HARDEEP SINGH PURI (2020-26) (2020-2026),CRITICAL,79.6,0.9977,101,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.6 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 101, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 3.0, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.676507,2026-09-02T22:35:23.676510
